"ensembl_gene_id","start_position","chromosome_name","startTAD","endTAD"
"ENSMUSG00000104540",18350348,"5",17955000,18850000
"ENSMUSG00000107905",80268496,"6",79595000,81825000
"ENSMUSG00000045967",21367542,"2",21192500,21862500
"ENSMUSG00000115516",19454755,"15",19275000,20380000
"ENSMUSG00000108173",80655029,"6",79625000,81812500
"ENSMUSG00000115413",19678232,"15",19282500,20370000
"ENSMUSG00000107840",80319192,"6",79625000,81812500
"ENSMUSG00000060198",26492554,"13",25280000,28340000
"ENSMUSG00000085197",68368434,"8",67825000,69030000
"ENSMUSG00000039637",4626133,"16",3215000,5200000
"ENSMUSG00000107498",80048676,"6",7.9e+07,81825000
"ENSMUSG00000115298",19749723,"15",19282500,20370000
"ENSMUSG00000107996",80217451,"6",79595000,81825000
"ENSMUSG00000109411",22253964,"7",20640000,24020000
"ENSMUSG00000108088",80445350,"6",79655000,81800000
"ENSMUSG00000114225",26680568,"13",25280000,28340000
"ENSMUSG00000037892",49743296,"3",48900000,50187500
"ENSMUSG00000068048",37899097,"X",37250000,3.9e+07
"ENSMUSG00000085572",14664220,"10",14430000,16175000
"ENSMUSG00000103533",20804475,"3",20550000,22190000
"ENSMUSG00000082523",91708638,"4",91145000,94200000
"ENSMUSG00000087489",68457148,"8",67825000,69030000
"ENSMUSG00000100863",91805547,"4",91145000,94200000
"ENSMUSG00000085487",68620138,"8",67825000,69030000
"ENSMUSG00000027746",53853376,"3",53450000,54527500
"ENSMUSG00000100422",34999098,"Y",34499098,35499098
"ENSMUSG00000019868",14654755,"10",14430000,16175000
"ENSMUSG00000095937",91851668,"4",91145000,94200000
"ENSMUSG00000105463",68178801,"6",67850000,69790000
"ENSMUSG00000102807",20819621,"3",20550000,22190000
"ENSMUSG00000091874",5194916,"7",5080000,6175000
"ENSMUSG00000087517",91938854,"4",91345000,94205000
"ENSMUSG00000094594",79680284,"8",78560000,80060000
"ENSMUSG00000036931",30421732,"7",30150000,30997500
"ENSMUSG00000078504",144777204,"4",143960000,145080000
"ENSMUSG00000039617",21049565,"3",20550000,22190000
"ENSMUSG00000116435",85877647,"15",8.5e+07,86050000
"ENSMUSG00000102073",38399009,"7",38257500,39155000
"ENSMUSG00000091652",5218493,"7",5080000,6175000
"ENSMUSG00000101708",38379365,"7",38257500,39155000
"ENSMUSG00000105134",37392206,"3",37325000,38107500
"ENSMUSG00000115233",19756404,"15",19282500,20370000
"ENSMUSG00000051444",37312554,"3",36525000,37360000
"ENSMUSG00000097098",80962888,"13",80850000,81550000
"ENSMUSG00000100385",35003853,"Y",34503853,35503853
"ENSMUSG00000050439",80452240,"15",80090000,80930000
"ENSMUSG00000106051",21113583,"3",20550000,22190000
"ENSMUSG00000054520",34525838,"5",3.4e+07,35012500
"ENSMUSG00000101897",21268372,"3",20550000,22225000
"ENSMUSG00000099781",38428730,"7",38257500,39155000
"ENSMUSG00000100064",35040387,"Y",34540387,35540387
"ENSMUSG00000112581",61674789,"10",61175000,61925000
"ENSMUSG00000114836",81085391,"13",80875000,81540000
"ENSMUSG00000109211",5263084,"7",5082500,6175000
"ENSMUSG00000036083",23839434,"13",23750000,24400000
"ENSMUSG00000037225",37348346,"3",36590000,38075000
"ENSMUSG00000008167",85060055,"8",84650000,86097500
"ENSMUSG00000106085",21603810,"3",20550000,22225000
"ENSMUSG00000114801",81016196,"13",80875000,81540000
"ENSMUSG00000116498",61157869,"15",61075000,61965000
"ENSMUSG00000107292",73308059,"5",72900000,73420000
"ENSMUSG00000020638",26469204,"12",26375000,27110000
"ENSMUSG00000076802",53132679,"14",52650000,53770000
"ENSMUSG00000116345",80475892,"15",80090000,80930000
"ENSMUSG00000020519",57801637,"11",57520000,58050000
"ENSMUSG00000029152",73292784,"5",72900000,73407500
"ENSMUSG00000084058",94832977,"3",94350000,95095000
"ENSMUSG00000083998",144791837,"4",1.44e+08,145080000
"ENSMUSG00000083280",14766335,"4",14452500,14912500
"ENSMUSG00000023151",14623620,"4",14452500,14890000
"ENSMUSG00000101948",22256437,"7",20640000,24020000
"ENSMUSG00000116433",80640458,"15",80125000,80930000
"ENSMUSG00000109444",22266363,"7",20640000,24020000
"ENSMUSG00000042351",80572594,"15",80100000,80950000
"ENSMUSG00000097137",29507725,"6",29170000,30340000
"ENSMUSG00000080800",60948230,"1",59755000,6.1e+07
"ENSMUSG00000118494",6321445,"17",6045000,6560000
"ENSMUSG00000114342",26769393,"13",25387500,28335000
"ENSMUSG00000101329",82640490,"Y",82140490,83140490
"ENSMUSG00000028644",119175457,"4",118910000,119325000
"ENSMUSG00000101470",38816997,"7",38300000,39315000
"ENSMUSG00000045835",26768173,"13",25387500,28335000
"ENSMUSG00000100841",38719956,"7",38275000,39310000
"ENSMUSG00000094843",6324025,"17",6045000,6560000
"ENSMUSG00000011257",123262351,"4",122835000,123875000
"ENSMUSG00000101847",38603076,"7",38275000,39320000
"ENSMUSG00000100788",38779749,"7",38300000,39320000
"ENSMUSG00000037335",57828705,"11",57562500,58095000
"ENSMUSG00000106460",21648387,"3",20550000,22225000
"ENSMUSG00000099765",38567162,"7",38265000,39230000
"ENSMUSG00000085667",131899478,"4",131745000,132300000
"ENSMUSG00000108944",22285469,"7",20640000,24020000
"ENSMUSG00000094920",38446621,"7",38257500,39155000
"ENSMUSG00000021767",21481434,"14",21110000,21850000
"ENSMUSG00000100810",38606659,"7",38275000,39320000
"ENSMUSG00000093871",22328794,"7",20665000,24025000
"ENSMUSG00000099981",38864197,"7",38300000,39315000
"ENSMUSG00000095793",35105684,"Y",34605684,35605684
"ENSMUSG00000028298",34893779,"4",34582500,35177500
"ENSMUSG00000101855",38791661,"7",38300000,39320000
"ENSMUSG00000021024",55384222,"12",55140000,55800000
"ENSMUSG00000102602",131878628,"4",131745000,132300000
"ENSMUSG00000083013",131902790,"4",131760000,132200000
"ENSMUSG00000095816",22352435,"7",20665000,24025000
"ENSMUSG00000105163",68214051,"6",67850000,69750000
"ENSMUSG00000104718",18481705,"5",1.8e+07,18942500
"ENSMUSG00000028911",131873617,"4",131745000,132300000
"ENSMUSG00000094233",38763034,"7",38300000,39320000
"ENSMUSG00000099772",38786161,"7",38300000,39320000
"ENSMUSG00000076518",68219981,"6",67850000,69750000
"ENSMUSG00000092109",118266960,"14",117975000,118800000
"ENSMUSG00000099846",38487972,"7",38250000,39160000
"ENSMUSG00000087399",24792680,"4",24650000,26490000
"ENSMUSG00000106166",37488827,"3",37350000,38195000
"ENSMUSG00000100169",38500432,"7",38265000,39150000
"ENSMUSG00000105440",21702815,"3",20550000,22225000
"ENSMUSG00000107276",38134394,"5",37637500,38375000
"ENSMUSG00000115258",118322977,"14",117975000,118820000
"ENSMUSG00000081653",26787365,"13",25387500,28335000
"ENSMUSG00000050174",37404910,"3",37325000,38110000
"ENSMUSG00000105460",95588971,"3",95010000,95845000
"ENSMUSG00000082458",8662302,"X",8325000,9795000
"ENSMUSG00000060565",38518139,"7",38265000,39150000
"ENSMUSG00000098198",95144371,"3",9.5e+07,95850000
"ENSMUSG00000095771",68256389,"6",67850000,69750000
"ENSMUSG00000101626",35190746,"Y",34690746,35690746
"ENSMUSG00000093917",22370122,"7",20665000,24025000
"ENSMUSG00000045232",84042929,"8",83650000,84650000
"ENSMUSG00000110617",83477471,"8",83155000,83580000
"ENSMUSG00000115515",118375261,"14",118075000,118850000
"ENSMUSG00000019933",70204664,"10",69390000,70715000
"ENSMUSG00000099911",118365878,"14",118045000,118850000
"ENSMUSG00000110448",83489743,"8",83155000,83580000
"ENSMUSG00000093861",68270485,"6",67850000,69750000
"ENSMUSG00000082236",26899691,"13",25520000,28335000
"ENSMUSG00000105930",18814204,"5",18177500,19350000
"ENSMUSG00000041966",71055328,"2",70670000,71400000
"ENSMUSG00000096997",118363732,"14",118045000,118850000
"ENSMUSG00000047286",83535780,"8",83160000,83590000
"ENSMUSG00000103441",21753529,"3",20550000,22225000
"ENSMUSG00000116000",61184151,"15",61075000,61965000
"ENSMUSG00000095543",22413583,"7",20640000,24030000
"ENSMUSG00000104722",68297002,"6",67850000,69750000
"ENSMUSG00000084917",80118895,"9",79940000,81505000
"ENSMUSG00000109467",30432544,"7",30150000,30997500
"ENSMUSG00000105684",68297762,"6",67850000,69750000
"ENSMUSG00000106577",53924835,"3",53450000,54527500
"ENSMUSG00000032458",98563721,"9",98425000,98850000
"ENSMUSG00000021792",40993740,"14",40160000,41870000
"ENSMUSG00000058355",79683462,"8",78560000,80060000
"ENSMUSG00000085824",34906124,"4",34772500,35272500
"ENSMUSG00000087174",105037197,"X",104120000,105650000
"ENSMUSG00000114646",26968491,"13",25605000,28340000
"ENSMUSG00000019846",38965515,"10",38522500,39187500
"ENSMUSG00000031156",7884028,"X",7247500,8275000
"ENSMUSG00000021342",27057570,"13",25607500,28335000
"ENSMUSG00000083332",12742464,"18",12160000,12985000
"ENSMUSG00000100532",82675727,"Y",82175727,83175727
"ENSMUSG00000024430",12740322,"18",12160000,12985000
"ENSMUSG00000111951",9546246,"10",8950000,9825000
"ENSMUSG00000059033",55395707,"12",55140000,55800000
"ENSMUSG00000047227",64917906,"12",62900000,65692500
"ENSMUSG00000038765",33560965,"2",33450000,34587500
"ENSMUSG00000112700",9566376,"10",8950000,9825000
"ENSMUSG00000107732",89257820,"6",88890000,89600000
"ENSMUSG00000099374",82787051,"Y",82287051,83287051
"ENSMUSG00000112162",9587602,"10",9e+06,9875000
"ENSMUSG00000105434",122482800,"5",122097500,122800000
"ENSMUSG00000083477",49552158,"5",49365000,49960000
"ENSMUSG00000116719",6356813,"17",5975000,6875000
"ENSMUSG00000112303",9596472,"10",9e+06,9875000
"ENSMUSG00000100882",82861333,"Y",82361333,83361333
"ENSMUSG00000107622",89269511,"6",88890000,89600000
"ENSMUSG00000101772",82890986,"Y",82390986,83390986
"ENSMUSG00000106375",122496159,"5",122097500,122800000
"ENSMUSG00000050244",12395027,"13",11675000,12625000
"ENSMUSG00000116921",6354689,"17",5975000,6875000
"ENSMUSG00000099667",82927738,"Y",82427738,83427738
"ENSMUSG00000116812",6339604,"17",6007500,6722500
"ENSMUSG00000048368",49582462,"13",49320000,49787500
"ENSMUSG00000105540",49900006,"5",49370000,50650000
"ENSMUSG00000083956",34919129,"4",34872500,35292500
"ENSMUSG00000053173",128313357,"6",127487500,128440000
"ENSMUSG00000104634",49943409,"5",49377500,50655000
"ENSMUSG00000116992",6369017,"17",5975000,6875000
"ENSMUSG00000099925",83030947,"Y",82530947,83530947
"ENSMUSG00000029466",122421693,"5",122100000,122800000
"ENSMUSG00000028245",6396207,"4",5405000,6450000
"ENSMUSG00000021390",49608046,"13",49320000,49787500
"ENSMUSG00000043448",59175568,"11",58902500,59510000
"ENSMUSG00000053158",80377756,"7",79500000,80725000
"ENSMUSG00000087345",71956053,"2",71812500,73290000
"ENSMUSG00000082709",34941008,"4",34885000,35290000
"ENSMUSG00000022220",55769057,"14",55287500,56122500
"ENSMUSG00000030084",89316314,"6",88890000,89600000
"ENSMUSG00000106498",19198483,"5",18700000,19447500
"ENSMUSG00000113255",49493318,"13",49022500,49747500
"ENSMUSG00000043631",49504810,"13",49295000,49750000
"ENSMUSG00000010025",61223417,"11",60900000,61650000
"ENSMUSG00000085575",16728733,"18",16250000,16990000
"ENSMUSG00000024304",16588877,"18",16245000,16985000
"ENSMUSG00000098101",79705597,"8",79300000,80540000
"ENSMUSG00000037369",18162575,"X",16877500,18602500
"ENSMUSG00000003680",8774487,"19",8625000,9135000
"ENSMUSG00000115830",20018466,"15",19295000,20402500
"ENSMUSG00000116299",61288441,"15",61075000,61965000
"ENSMUSG00000082734",37932474,"X",37245000,39065000
"ENSMUSG00000102810",20239299,"15",19287500,20425000
"ENSMUSG00000111777",98575308,"9",98450000,98850000
"ENSMUSG00000104403",33614398,"2",33450000,34550000
"ENSMUSG00000081133",37940816,"X",37245000,39065000
"ENSMUSG00000113059",26485905,"12",26375000,27110000
"ENSMUSG00000115112",20283285,"15",19275000,21430000
"ENSMUSG00000115086",20329490,"15",19330000,21450000
"ENSMUSG00000116109",61534676,"15",61097500,61940000
"ENSMUSG00000113524",26597259,"12",26375000,27110000
"ENSMUSG00000113628",26572108,"12",26375000,27110000
"ENSMUSG00000116031",61534676,"15",61097500,61940000
"ENSMUSG00000068173",38013173,"X",37237500,39155000
"ENSMUSG00000105063",37339017,"3",36585000,37750000
"ENSMUSG00000108736",116543656,"7",116170000,116635000
"ENSMUSG00000066026",144892827,"4",144442500,145370000
"ENSMUSG00000115203",20423361,"15",19347500,21460000
"ENSMUSG00000027722",37419896,"3",37325000,38115000
"ENSMUSG00000024831",3259076,"19",3080000,5010000
"ENSMUSG00000021385",49421249,"13",48637500,49752500
"ENSMUSG00000040489",45980310,"11",45765000,46275000
"ENSMUSG00000056629",6977741,"19",6400000,7120000
"ENSMUSG00000036977",79711820,"8",79315000,80545000
"ENSMUSG00000004069",4639989,"16",3465000,5210000
"ENSMUSG00000108456",116546865,"7",116170000,116635000
"ENSMUSG00000110044",79772878,"8",79330000,80555000
"ENSMUSG00000110202",79747267,"8",79390000,80552500
"ENSMUSG00000113218",26814371,"12",26375000,27200000
"ENSMUSG00000116017",61826247,"15",61100000,63625000
"ENSMUSG00000096277",38902035,"7",38300000,39332500
"ENSMUSG00000079906",122438596,"5",122100000,122800000
"ENSMUSG00000110048",79803365,"8",79330000,80670000
"ENSMUSG00000103610",61979241,"15",61717500,63650000
"ENSMUSG00000101023",38918720,"7",38300000,39332500
"ENSMUSG00000110188",79863664,"8",79575000,80600000
"ENSMUSG00000110478",83546440,"8",83160000,83615000
"ENSMUSG00000029591",114130386,"5",113700000,114305000
"ENSMUSG00000101035",38953208,"7",38300000,39345000
"ENSMUSG00000007653",42419757,"11",40990000,43250000
"ENSMUSG00000101703",39137893,"7",38300000,39355000
"ENSMUSG00000101454",39170500,"7",38550000,39360000
"ENSMUSG00000102017",39219372,"7",38550000,39360000
"ENSMUSG00000097653",39257199,"7",38575000,39380000
"ENSMUSG00000097990",47512982,"19",47212500,47887500
"ENSMUSG00000099951",39273921,"7",38575000,39380000
"ENSMUSG00000042694",47501033,"19",47210000,47875000
"ENSMUSG00000025289",155323918,"X",154137500,155400000
"ENSMUSG00000085397",32846186,"2",32675000,33300000
"ENSMUSG00000115593",25840120,"15",25415000,25940000
"ENSMUSG00000021388",49544443,"13",49315000,49775000
"ENSMUSG00000113604",18559615,"12",17925000,18850000
"ENSMUSG00000102943",49780425,"3",48900000,50187500
"ENSMUSG00000047565",20665214,"15",20325000,21462500
"ENSMUSG00000085201",38823257,"2",37830000,39050000
"ENSMUSG00000067081",89950220,"1",89475000,90180000
"ENSMUSG00000113724",18610384,"12",18180000,19075000
"ENSMUSG00000110873",22401586,"9",22262500,23205000
"ENSMUSG00000115155",20584781,"15",20305000,21475000
"ENSMUSG00000113541",18640932,"12",18180000,19075000
"ENSMUSG00000107468",38862163,"2",37830000,39175000
"ENSMUSG00000103296",21180157,"15",20325000,21462500
"ENSMUSG00000115211",54458700,"15",53867500,54862500
"ENSMUSG00000116815",18648214,"12",18180000,19075000
"ENSMUSG00000038591",54410774,"15",53865000,54850000
"ENSMUSG00000108124",38757871,"2",37805000,39050000
"ENSMUSG00000040452",20449265,"15",19360000,21475000
"ENSMUSG00000107884",38852978,"2",37830000,39077500
"ENSMUSG00000113768",18681374,"12",18200000,18980000
"ENSMUSG00000036748",46329812,"19",46095000,46630000
"ENSMUSG00000082508",38777736,"2",37805000,39050000
"ENSMUSG00000113705",18725260,"12",18195000,19075000
"ENSMUSG00000063972",38723370,"2",37830000,39025000
"ENSMUSG00000113377",18730269,"12",18195000,19075000
"ENSMUSG00000085352",14056438,"5",13645000,14270000
"ENSMUSG00000016624",84785381,"15",84600000,85060000
"ENSMUSG00000118261",8776266,"19",8697500,9142500
"ENSMUSG00000109755",91157739,"8",90810000,92337500
"ENSMUSG00000085424",141982992,"4",141800000,143040000
"ENSMUSG00000057554",12439415,"13",11840000,12675000
"ENSMUSG00000097816",89304630,"6",88890000,89600000
"ENSMUSG00000063531",14025276,"5",13645000,14270000
"ENSMUSG00000110189",91152207,"8",90810000,92337500
"ENSMUSG00000103155",54021164,"3",53425000,54535000
"ENSMUSG00000107570",89345140,"6",88890000,89600000
"ENSMUSG00000085922",141885654,"4",141775000,143050000
"ENSMUSG00000094542",22437306,"7",20640000,24030000
"ENSMUSG00000031667",91111784,"8",90740000,91295000
"ENSMUSG00000048284",42434535,"6",41690000,42940000
"ENSMUSG00000081079",141976779,"4",141800000,143040000
"ENSMUSG00000073002",72368794,"6",72310000,72847500
"ENSMUSG00000115846",45541173,"14",44805000,45832500
"ENSMUSG00000108150",42443790,"6",41690000,42940000
"ENSMUSG00000115391",45551838,"14",44817500,45812500
"ENSMUSG00000051435",141890438,"4",141800000,143040000
"ENSMUSG00000115324",45530358,"14",44805000,45832500
"ENSMUSG00000029605",120812635,"5",120540000,121145000
"ENSMUSG00000021391",49464023,"13",49295000,49745000
"ENSMUSG00000073006",107945735,"X",107540000,108560000
"ENSMUSG00000115122",20449119,"15",19360000,21475000
"ENSMUSG00000094500",33742112,"8",32447500,34245000
"ENSMUSG00000115702",45546408,"14",44805000,45832500
"ENSMUSG00000115631",21049389,"15",20325000,21462500
"ENSMUSG00000106128",116818815,"3",116565000,117200000
"ENSMUSG00000113632",24176380,"12",23180000,24960000
"ENSMUSG00000106511",116822294,"3",116565000,117200000
"ENSMUSG00000098348",38038199,"X",37237500,39155000
"ENSMUSG00000105250",116844579,"3",116590000,117240000
"ENSMUSG00000031585",33731833,"8",32447500,34227500
"ENSMUSG00000105241",116846946,"3",116595000,117275000
"ENSMUSG00000081821",155477096,"X",155350000,157320000
"ENSMUSG00000085437",26082609,"8",25700000,26275000
"ENSMUSG00000115477",54487900,"15",53867500,54862500
"ENSMUSG00000083362",155504037,"X",155357500,156922500
"ENSMUSG00000056753",84065236,"8",83650000,84650000
"ENSMUSG00000103804",38076295,"1",37905000,38170000
"ENSMUSG00000020100",60712072,"10",60280000,60880000
"ENSMUSG00000031706",84066834,"8",83650000,84650000
"ENSMUSG00000117673",64080765,"18",63805000,64525000
"ENSMUSG00000082217",33247328,"6",32925000,34225000
"ENSMUSG00000026082",38052786,"1",37365000,38172500
"ENSMUSG00000074252",70931405,"8",70650000,71370000
"ENSMUSG00000118189",64136992,"18",63805000,64525000
"ENSMUSG00000058833",70504292,"8",70330000,70895000
"ENSMUSG00000110183",26023410,"8",25690000,26192500
"ENSMUSG00000028608",107889813,"4",107560000,108307500
"ENSMUSG00000053909",38066475,"X",37235000,39165000
"ENSMUSG00000037234",26021421,"8",25690000,26192500
"ENSMUSG00000101854",70948246,"8",70650000,71370000
"ENSMUSG00000004612",43437073,"7",42597500,44250000
"ENSMUSG00000052951",33641193,"2",33450000,34625000
"ENSMUSG00000033249",105269801,"8",104230000,105317500
"ENSMUSG00000019969",83688152,"12",83512500,84825000
"ENSMUSG00000105606",68302427,"6",67855000,69747500
"ENSMUSG00000110554",71026792,"8",70650000,71370000
"ENSMUSG00000105043",68312062,"6",67855000,69747500
"ENSMUSG00000103911",144957155,"4",144470000,145400000
"ENSMUSG00000115916",88980021,"15",88680000,89400000
"ENSMUSG00000106494",68326098,"6",67855000,69747500
"ENSMUSG00000081244",33652389,"2",33455000,34637500
"ENSMUSG00000076530",68339527,"6",67855000,69747500
"ENSMUSG00000012282",34542313,"18",34070000,34870000
"ENSMUSG00000024962",6982473,"19",6400000,7125000
"ENSMUSG00000028533",92144329,"4",91380000,94202500
"ENSMUSG00000053765",120847367,"5",120540000,121145000
"ENSMUSG00000024829",3282901,"19",3080000,5010000
"ENSMUSG00000106310",14242462,"5",13635000,14300000
"ENSMUSG00000105528",14027894,"5",13645000,14270000
"ENSMUSG00000112975",24252056,"12",23205000,24980000
"ENSMUSG00000114120",24302807,"12",23010000,2.5e+07
"ENSMUSG00000006651",30434982,"7",30150000,30997500
"ENSMUSG00000113417",24367361,"12",23350000,25010000
"ENSMUSG00000113403",24382254,"12",23425000,25030000
"ENSMUSG00000060675",7557459,"19",7497500,7687500
"ENSMUSG00000057160",24493207,"12",23680000,2.5e+07
"ENSMUSG00000106321",21997678,"3",20550000,22225000
"ENSMUSG00000101091",35225889,"Y",34725889,35725889
"ENSMUSG00000033938",83566671,"8",83237500,83625000
"ENSMUSG00000035984",34562634,"18",34135000,34815000
"ENSMUSG00000060487",9622936,"10",9e+06,9950000
"ENSMUSG00000068574",42459979,"6",41690000,42950000
"ENSMUSG00000085463",33716361,"2",33485000,34650000
"ENSMUSG00000040433",96682770,"9",96100000,96870000
"ENSMUSG00000083353",37327072,"3",36572500,37422500
"ENSMUSG00000054779",37335332,"3",36585000,37750000
"ENSMUSG00000060438",95622278,"3",95010000,95860000
"ENSMUSG00000040857",25242561,"7",25130000,25700000
"ENSMUSG00000110664",71223949,"8",70500000,71675000
"ENSMUSG00000104127",14029703,"Y",13529703,14529703
"ENSMUSG00000066107",92190744,"4",91385000,94205000
"ENSMUSG00000112680",9667676,"10",9212500,9925000
"ENSMUSG00000038619",95624993,"3",95010000,95860000
"ENSMUSG00000046364",109519147,"7",109385000,110560000
"ENSMUSG00000024858",4286001,"19",3250000,5072500
"ENSMUSG00000090801",139128334,"3",138490000,139540000
"ENSMUSG00000080723",37556183,"3",37375000,38190000
"ENSMUSG00000028521",103170649,"4",102790000,103970000
"ENSMUSG00000111901",9683908,"10",9212500,9925000
"ENSMUSG00000106407",37312519,"3",36525000,37360000
"ENSMUSG00000045031",37307749,"3",36522500,37350000
"ENSMUSG00000020275",23736847,"11",23525000,23950000
"ENSMUSG00000050732",72385223,"6",72310000,72847500
"ENSMUSG00000083296",92373051,"4",91380000,94287500
"ENSMUSG00000108740",116803626,"7",116625000,117840000
"ENSMUSG00000085209",92528551,"4",91385000,94250000
"ENSMUSG00000033885",8098211,"14",7742500,8605000
"ENSMUSG00000081987",92970244,"4",91387500,94235000
"ENSMUSG00000082870",46036440,"11",45767500,46360000
"ENSMUSG00000100683",4311904,"Y",3811904,4811904
"ENSMUSG00000107383",116824510,"7",116625000,117840000
"ENSMUSG00000083272",86442013,"4",85830000,86570000
"ENSMUSG00000091983",42468015,"6",41690000,42950000
"ENSMUSG00000105387",131391600,"5",130850000,131460000
"ENSMUSG00000108303",117229607,"7",116622500,118090000
"ENSMUSG00000047824",89430214,"3",89065000,90305000
"ENSMUSG00000094811",6296365,"14",5965000,7205000
"ENSMUSG00000024479",54571192,"15",53857500,54875000
"ENSMUSG00000069899",46051354,"11",45902500,46440000
"ENSMUSG00000039646",4639941,"16",3465000,5210000
"ENSMUSG00000020948",64938833,"12",62900000,6.6e+07
"ENSMUSG00000106066",68348647,"6",67855000,69747500
"ENSMUSG00000058013",93093437,"5",92550000,93460000
"ENSMUSG00000102088",4341127,"Y",3841127,4841127
"ENSMUSG00000061455",48124915,"4",47410000,48525000
"ENSMUSG00000106383",95639304,"3",95010000,95865000
"ENSMUSG00000107352",31560812,"5",31300000,32210000
"ENSMUSG00000090106",44018470,"1",43145000,44175000
"ENSMUSG00000047343",44009408,"1",43145000,44175000
"ENSMUSG00000107355",31569595,"5",31300000,32210000
"ENSMUSG00000102795",9899430,"3",8950000,10350000
"ENSMUSG00000051314",30818348,"7",30230000,31055000
"ENSMUSG00000032239",22411047,"9",22265000,23230000
"ENSMUSG00000063145",69647171,"2",69512500,70497500
"ENSMUSG00000107237",116811231,"5",116077500,117150000
"ENSMUSG00000016626",107166990,"7",106525000,107737500
"ENSMUSG00000004568",3353415,"8",3075000,3697500
"ENSMUSG00000114050",83730062,"12",83520000,84825000
"ENSMUSG00000082919",93106988,"4",91390000,94250000
"ENSMUSG00000102097",96705828,"9",96117500,96865000
"ENSMUSG00000082325",93265413,"4",91390000,94325000
"ENSMUSG00000100112",39308367,"7",38550000,39390000
"ENSMUSG00000105248",68387561,"6",67855000,69747500
"ENSMUSG00000055456",43035746,"11",42072500,43250000
"ENSMUSG00000100721",39362598,"7",38280000,40945000
"ENSMUSG00000041512",116821454,"5",116077500,117150000
"ENSMUSG00000054000",93334138,"4",91387500,94350000
"ENSMUSG00000085951",43106140,"11",42025000,43275000
"ENSMUSG00000109640",26062515,"8",25650000,26200000
"ENSMUSG00000106909",116642736,"5",116070000,117175000
"ENSMUSG00000015189",4600839,"6",4370000,5590000
"ENSMUSG00000105067",54029992,"3",53425000,54535000
"ENSMUSG00000032105",44247307,"9",44100000,44925000
"ENSMUSG00000051038",38076594,"X",37237500,39182500
"ENSMUSG00000108040",80827138,"6",78550000,81862500
"ENSMUSG00000097626",19202368,"5",18700000,19447500
"ENSMUSG00000064325",79965851,"8",79685000,80670000
"ENSMUSG00000026083",37998010,"1",37320000,38152500
"ENSMUSG00000115573",73335092,"14",72925000,73500000
"ENSMUSG00000083607",93599186,"4",91400000,94325000
"ENSMUSG00000106433",19203672,"5",18700000,19447500
"ENSMUSG00000084833",93453258,"4",91395000,94287500
"ENSMUSG00000111463",44580517,"10",44150000,45032500
"ENSMUSG00000111730",44589928,"10",44150000,45032500
"ENSMUSG00000096871",22463110,"7",20665000,24025000
"ENSMUSG00000115167",79146259,"14",78725000,79595000
"ENSMUSG00000107691",81420806,"6",79925000,81850000
"ENSMUSG00000094002",27050950,"12",26427500,27345000
"ENSMUSG00000058997",78849052,"14",78545000,79375000
"ENSMUSG00000118191",64200215,"18",63805000,64525000
"ENSMUSG00000089963",38089842,"X",37237500,39182500
"ENSMUSG00000118264",64288135,"18",63805000,64525000
"ENSMUSG00000111034",44647518,"10",44150000,45032500
"ENSMUSG00000113931",12425140,"13",11840000,12650000
"ENSMUSG00000093853",22498761,"7",20690000,24020000
"ENSMUSG00000118022",64219935,"18",63805000,64525000
"ENSMUSG00000071766",38104077,"X",37237500,39182500
"ENSMUSG00000095383",22522967,"7",20690000,24020000
"ENSMUSG00000001829",101663633,"7",101087500,102450000
"ENSMUSG00000056812",64254359,"18",63805000,64525000
"ENSMUSG00000096626",58782567,"Y",58282567,59282567
"ENSMUSG00000111116",44597889,"10",44150000,45032500
"ENSMUSG00000023185",17812633,"7",17530000,18877500
"ENSMUSG00000049357",34579846,"18",34200000,34870000
"ENSMUSG00000111535",44598720,"10",44150000,45032500
"ENSMUSG00000091844",44055872,"1",43140000,44175000
"ENSMUSG00000107327",117058812,"5",116070000,117480000
"ENSMUSG00000092175",8633547,"7",7540000,9875000
"ENSMUSG00000041975",70964561,"2",70670000,71255000
"ENSMUSG00000084223",57880896,"11",57562500,58095000
"ENSMUSG00000031103",48411046,"X",47950000,48650000
"ENSMUSG00000082634",123274900,"4",122835000,123875000
"ENSMUSG00000036411",22411513,"9",22265000,23230000
"ENSMUSG00000083657",57948729,"11",57622500,58435000
"ENSMUSG00000106259",53135122,"14",52650000,53770000
"ENSMUSG00000028492",86444641,"4",85830000,86570000
"ENSMUSG00000111641",44697180,"10",44175000,45040000
"ENSMUSG00000024963",6987911,"19",6400000,7125000
"ENSMUSG00000086666",57970244,"11",57650000,58700000
"ENSMUSG00000084924",22441272,"13",22075000,23525000
"ENSMUSG00000111362",44715558,"10",44175000,45040000
"ENSMUSG00000079703",8684887,"X",8325000,9795000
"ENSMUSG00000105629",53146919,"14",52650000,53770000
"ENSMUSG00000024681",11629496,"19",11060000,12010000
"ENSMUSG00000111494",44730769,"10",44175000,45040000
"ENSMUSG00000030657",117380979,"7",116642500,118107500
"ENSMUSG00000076522",68425575,"6",67855000,69747500
"ENSMUSG00000110893",44730940,"10",44175000,45040000
"ENSMUSG00000096055",53155512,"14",52650000,53770000
"ENSMUSG00000053742",39407294,"7",39230000,40960000
"ENSMUSG00000102561",60989479,"1",59810000,61047500
"ENSMUSG00000107331",73311364,"5",72900000,73420000
